Status;Model_Prediction;Prediction_Confidence;Prediction_Correct;Gender;Gender_Label;Age_at_enrollment;Marital_status;International;International_Label;Displaced;Displaced_Label;Course;Admission_grade;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Educational_special_needs;Educational_special_needs_Label;Scholarship_holder;Scholarship_holder_Label;Tuition_fees_up_to_date;Tuition_fees_up_to_date_Label;Debtor;Debtor_Label;Daytime_evening_attendance;Daytime_evening_attendance_Label;Probability_Dropout;Probability_Enrolled;Probability_Graduate
Enrolled;Dropout;69.0;0;0;👩 Perempuan (Female);22;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;101.0;5;13.33333333333333;4;11.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;69.0;57.76;31.0
Enrolled;Dropout;67.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;116.9;6;10.66666666666667;6;12.83333333333333;1;⚠️ Ya - Kebutuhan Khusus;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;67.0;35.88;33.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);27;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9130;130.0;2;11.5;1;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;100.0;6.61;0.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);29;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9556;120.0;1;10.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.29;0.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;130.4;5;11.8;5;12.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;40.09;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;118.7;5;11.8;6;12.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;13.76;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;131.5;8;12.77125;8;12.77125;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;4.59;100.0
Enrolled;Dropout;63.0;0;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;120.4;3;11.33333333333333;5;12.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;63.0;34.81;37.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;129.1;6;12.66666666666667;5;14.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;13.84;100.0
Enrolled;Dropout;50.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;132.0;5;12.2;4;10.83333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;50.0;27.71;50.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);28;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9085;130.0;1;12.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.69;0.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;132.8;7;11.72142857142857;7;11.72142857142857;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;10.46;99.0
Enrolled;Dropout;76.0;0;0;👩 Perempuan (Female);27;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;143.7;4;14.0;3;12.525;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;76.0;80.61;24.0
Enrolled;Dropout;82.0;0;0;👩 Perempuan (Female);26;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;33;152.8;7;14.75;5;13.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;82.0;7.67;18.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;133.5;6;12.66666666666667;6;13.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;6.3;100.0
Dropout;Dropout;86.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9130;146.2;4;13.0;5;14.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;86.0;19.89;14.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;115.2;0;0.0;0;0.0;1;⚠️ Ya - Kebutuhan Khusus;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;8.34;0.0
Enrolled;Dropout;60.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;120.7;4;10.75;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;60.0;12.37;40.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);32;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;101.8;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;0;🌙 Evening;100.0;5.01;0.0
Graduate;Graduate;95.0;1;0;👩 Perempuan (Female);28;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9670;100.0;4;12.5;4;11.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.0;30.45;95.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);40;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;121.9;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;0;🌙 Evening;100.0;0.32;0.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);39;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;120.4;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;0;🌙 Evening;100.0;0.7;0.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);39;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9238;120.4;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;100.0;0.18;0.0
Graduate;Graduate;98.0;1;0;👩 Perempuan (Female);50;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;148.8;6;12.5;5;12.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.0;21.56;98.0
Dropout;Dropout;79.0;1;0;👩 Perempuan (Female);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;123.0;5;12.8;3;11.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;79.0;43.42;21.0
Dropout;Dropout;99.0;1;0;👩 Perempuan (Female);48;4;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;100.0;1;10.0;1;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;99.0;18.9;1.0
Dropout;Dropout;80.0;1;0;👩 Perempuan (Female);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;112.1;4;11.25;5;10.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;80.0;44.54;20.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;126.8;7;12.61;7;12.61;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;4.94;100.0
Graduate;Graduate;85.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9130;115.9;2;12.0;5;12.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;15.0;53.1;85.0
Graduate;Graduate;96.0;1;0;👩 Perempuan (Female);20;1;1;🌍 Internasional;1;📍 Pindah;9238;132.5;5;13.0;6;13.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;4.0;25.01;96.0
Graduate;Graduate;98.0;1;0;👩 Perempuan (Female);18;1;1;🌍 Internasional;1;📍 Pindah;9085;132.2;4;12.0;5;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.0;29.82;98.0
Dropout;Dropout;99.0;1;0;👩 Perempuan (Female);18;1;1;🌍 Internasional;1;📍 Pindah;9556;183.5;4;12.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;99.0;2.31;1.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);31;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9119;136.0;1;12.0;1;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;27.58;0.0
Enrolled;Dropout;72.0;0;1;👨 Laki-laki (Male);24;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;100.9;1;12.0;3;10.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;72.0;38.71;28.0
Graduate;Graduate;83.0;1;1;👨 Laki-laki (Male);24;1;0;🇵🇹 Domestik;1;📍 Pindah;171;114.5;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;17.0;25.85;83.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);26;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;110.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;100.0;1.43;0.0
Dropout;Dropout;97.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9130;137.2;5;13.625;4;11.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;97.0;41.49;3.0
Enrolled;Graduate;53.0;0;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;116.9;3;11.66666666666667;3;11.66666666666667;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;47.0;47.84;53.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);22;1;0;🇵🇹 Domestik;1;📍 Pindah;9670;121.8;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.38;0.0
Graduate;Graduate;99.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;127.3;7;11.69;7;11.69;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;17.88;99.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;120.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;100.0;7.72;0.0
Graduate;Graduate;96.0;1;1;👨 Laki-laki (Male);25;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;171;150.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.0;15.91;96.0
Graduate;Graduate;82.0;1;1;👨 Laki-laki (Male);24;1;0;🇵🇹 Domestik;1;📍 Pindah;9991;100.0;4;11.5;5;11.28571428571429;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;18.0;48.47;82.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);27;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;150.0;1;14.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;4.66;0.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9254;116.9;5;11.0;5;12.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;28.53;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);21;1;0;🇵🇹 Domestik;1;📍 Pindah;9003;140.0;6;12.85714285714286;6;13.16666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;7.6;100.0
Dropout;Dropout;94.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;122.1;4;12.5;6;11.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;94.0;27.78;6.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);28;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;160.0;7;14.52857142857143;8;15.01818181818182;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;8.31;100.0
Enrolled;Dropout;69.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;118.4;5;10.0;2;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;69.0;53.27;31.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;150.0;6;13.0;6;12.625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;5.18;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;144.9;7;15.95714285714286;8;15.18888888888889;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;3.05;100.0
Enrolled;Dropout;87.0;0;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;121.1;5;13.2;5;12.6;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;87.0;10.66;13.0
Enrolled;Dropout;54.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;121.8;4;10.2;3;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;54.0;31.55;46.0
Enrolled;Graduate;65.0;0;1;👨 Laki-laki (Male);25;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9119;146.8;5;14.2;2;13.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;35.0;26.9;65.0
Enrolled;Dropout;62.0;0;1;👨 Laki-laki (Male);22;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9670;138.0;6;12.625;2;14.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;62.0;39.45;38.0
Enrolled;Dropout;74.0;0;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;138.0;6;13.49666666666667;6;13.49666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;74.0;39.97;26.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;116.3;5;13.25;5;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;21.64;100.0
Dropout;Dropout;98.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;122.5;3;12.0;3;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;98.0;43.03;2.0
Dropout;Dropout;98.0;1;1;👨 Laki-laki (Male);25;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;115.0;4;13.0;4;13.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;98.0;10.7;2.0
Dropout;Dropout;98.0;1;1;👨 Laki-laki (Male);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;115.0;9;11.77777777777778;3;13.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;98.0;23.93;2.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;119.8;2;11.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;10.04;0.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;95.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;17.95;0.0
Dropout;Dropout;74.0;1;1;👨 Laki-laki (Male);25;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;150.0;14;12.42857142857143;6;10.85714285714286;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;74.0;18.1;26.0
Enrolled;Dropout;89.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;117.8;3;11.0;3;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;89.0;52.14;11.0
Graduate;Graduate;99.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;171;144.2;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;18.48;99.0
Enrolled;Dropout;75.0;0;1;👨 Laki-laki (Male);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;130.0;3;11.5;3;10.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;75.0;87.91;25.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;128.2;8;12.5075;8;12.5075;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;9.68;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;135.3;11;12.09090909090909;11;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;19.77;100.0
Enrolled;Dropout;78.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9130;143.9;2;11.0;3;12.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;78.0;67.47;22.0
Dropout;Dropout;99.0;1;1;👨 Laki-laki (Male);25;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;140.7;1;10.0;2;11.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;99.0;45.41;1.0
Graduate;Graduate;98.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9130;130.4;6;13.5;5;13.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.0;21.39;98.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);22;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;123.2;6;14.16666666666667;6;13.625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;8.15;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);27;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9670;118.0;6;14.0;6;14.71428571428571;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;13.34;100.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);25;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;120.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;13.48;0.0
Dropout;Dropout;94.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;118.9;3;11.66666666666667;3;11.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;94.0;42.4;6.0
Graduate;Graduate;99.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9085;117.2;5;14.6;5;14.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;10.85;99.0
Graduate;Graduate;97.0;1;1;👨 Laki-laki (Male);27;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;120.0;5;13.0;5;11.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.0;47.43;97.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;118.1;6;12.16666666666667;6;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;0.0;13.77;100.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);22;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;124.8;0;0.0;1;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;30.32;0.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;106.5;3;10.5;3;10.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;38.78;0.0
Enrolled;Dropout;61.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;116.8;3;12.4;5;10.83333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;61.0;38.46;39.0
Graduate;Graduate;85.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;171;109.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;15.0;26.09;85.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);29;2;0;🇵🇹 Domestik;1;📍 Pindah;9085;120.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;3.98;0.0
